CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
1141,RCV002057441,146132,207830,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1142,RCV000243408,146133,201971,4,,"[criteria provided, single submitter]",2022-09-26
1143,RCV002057441,146133,207830,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
1144,RCV000123484,146294,201971,5,2014-03-14,"[criteria provided, single submitter]",2022-09-26
1145,RCV001519309,146294,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1146,RCV000123484,146295,201971,5,2014-03-14,"[criteria provided, single submitter]",2022-09-26
1147,RCV001519309,146295,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1148,RCV000123485,146300,201971,5,2013-09-10,"[criteria provided, single submitter]",2022-09-26
1149,RCV001513353,146300,207830,5,2020-12-04,"[criteria provided, single submitter]",2022-09-26
1150,RCV000123485,146301,201971,5,2013-09-10,"[criteria provided, single submitter]",2022-09-26
1151,RCV001513353,146301,207830,5,2020-12-04,"[criteria provided, single submitter]",2022-09-26
1152,RCV000123486,146315,201971,5,2014-01-18,"[criteria provided, single submitter]",2022-09-26
1153,RCV000889329,146315,207830,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
1154,RCV000123486,146316,201971,5,2014-01-18,"[criteria provided, single submitter]",2022-09-26
1155,RCV000889329,146316,207830,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
1156,RCV000036815,146526,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1157,RCV001838534,146526,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1158,RCV000036815,146527,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1159,RCV001838534,146527,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1160,RCV000081183,148003,201971,5,2012-11-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1161,RCV001563561,148003,207830,4,2019-12-26,"[criteria provided, single submitter]",2022-09-26
1162,RCV000081183,148004,201971,5,2012-11-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1163,RCV001563561,148004,207830,4,2019-12-26,"[criteria provided, single submitter]",2022-09-26
1164,RCV000245245,148012,201971,4,,"[criteria provided, single submitter]",2022-09-26
1165,RCV001546395,148012,207830,4,2018-07-08,"[criteria provided, single submitter]",2022-09-26
1166,RCV000245245,148013,201971,4,,"[criteria provided, single submitter]",2022-09-26
1167,RCV001546395,148013,207830,4,2018-07-08,"[criteria provided, single submitter]",2022-09-26
1168,RCV000036817,148246,201971,,2016-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1169,RCV000713875,148246,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1170,RCV000036817,148247,201971,,2016-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1171,RCV000713875,148247,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1172,RCV000214626,148508,201971,5,2016-05-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1173,RCV000881690,148508,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1174,RCV000214626,148509,201971,5,2016-05-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1175,RCV000881690,148509,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1176,RCV000155302,148532,201971,,2015-09-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1177,RCV000843701,148532,207830,,2021-12-08,"[criteria provided, conflicting interpretations]",2022-09-26
1178,RCV001286605,148532,100357,4,2021-11-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1179,RCV000155302,148533,201971,,2015-09-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1180,RCV000843701,148533,207830,,2021-12-08,"[criteria provided, conflicting interpretations]",2022-09-26
1181,RCV001286605,148533,100357,4,2021-11-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1182,RCV000606900,149574,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1183,RCV001838634,149574,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1184,RCV002063042,149574,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1185,RCV000606900,149575,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1186,RCV001838634,149575,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1187,RCV002063042,149575,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1188,RCV000144088,149596,100357,4,2019-03-05,"[criteria provided, single submitter]",2022-09-26
1189,RCV000179801,149596,207830,,2021-11-12,"[criteria provided, conflicting interpretations]",2022-09-26
1190,RCV000144088,149597,100357,4,2019-03-05,"[criteria provided, single submitter]",2022-09-26
1191,RCV000179801,149597,207830,,2021-11-12,"[criteria provided, conflicting interpretations]",2022-09-26
1192,RCV001337110,149621,100357,3,2018-02-07,"[criteria provided, single submitter]",2022-09-26
1193,RCV001547848,149621,207830,,2021-05-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1194,RCV001337110,149622,100357,3,2018-02-07,"[criteria provided, single submitter]",2022-09-26
1195,RCV001547848,149622,207830,,2021-05-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1196,RCV000728068,149629,201971,5,2017-07-21,"[criteria provided, single submitter]",2022-09-26
1197,RCV001541041,149629,207830,,2022-02-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1198,RCV000728068,149630,201971,5,2017-07-21,"[criteria provided, single submitter]",2022-09-26
1199,RCV001541041,149630,207830,,2022-02-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1200,RCV000612633,149661,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1201,RCV002063104,149661,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1202,RCV000612633,149662,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1203,RCV002063104,149662,207830,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
1204,RCV000202789,149682,201971,4,2015-05-05,"[criteria provided, single submitter]",2022-09-26
1205,RCV001589086,149682,207830,,2021-11-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1206,RCV000202789,149683,201971,4,2015-05-05,"[criteria provided, single submitter]",2022-09-26
1207,RCV001589086,149683,207830,,2021-11-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1208,RCV000179802,149733,201971,5,2014-11-21,"[criteria provided, single submitter]",2022-09-26
1209,RCV002054921,149733,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1210,RCV000179802,149734,201971,5,2014-11-21,"[criteria provided, single submitter]",2022-09-26
1211,RCV002054921,149734,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1212,RCV000732730,149799,201971,4,2018-04-18,"[criteria provided, single submitter]",2022-09-26
1213,RCV001533928,149799,207830,,2021-12-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1214,RCV000732730,149800,201971,4,2018-04-18,"[criteria provided, single submitter]",2022-09-26
1215,RCV001533928,149800,207830,,2021-12-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1216,RCV001001615,149853,100357,5,2020-04-09,"[criteria provided, single submitter]",2022-09-26
1217,RCV001619876,149853,207830,5,2021-12-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1218,RCV001001615,149854,100357,5,2020-04-09,"[criteria provided, single submitter]",2022-09-26
1219,RCV001619876,149854,207830,5,2021-12-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1220,RCV000610701,149864,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1221,RCV001838635,149864,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1222,RCV002063043,149864,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1223,RCV000610701,149865,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1224,RCV001838635,149865,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1225,RCV002063043,149865,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1226,RCV000295712,149917,201971,5,2016-03-16,"[criteria provided, single submitter]",2022-09-26
1227,RCV001651315,149917,207830,5,2021-10-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1228,RCV000295712,149918,201971,5,2016-03-16,"[criteria provided, single submitter]",2022-09-26
1229,RCV001651315,149918,207830,5,2021-10-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1230,RCV001001702,149933,100357,5,2019-04-27,"[criteria provided, single submitter]",2022-09-26
1231,RCV001644891,149933,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1232,RCV001001702,149934,100357,5,2019-04-27,"[criteria provided, single submitter]",2022-09-26
1233,RCV001644891,149934,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1234,RCV000239147,149952,201971,5,2015-10-30,"[criteria provided, single submitter]",2022-09-26
1235,RCV001722278,149952,207830,5,2021-12-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1236,RCV000239147,149953,201971,5,2015-10-30,"[criteria provided, single submitter]",2022-09-26
1237,RCV001722278,149953,207830,5,2021-12-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1238,RCV000614567,149979,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1239,RCV001838636,149979,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1240,RCV002066760,149979,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1241,RCV000614567,149980,201971,5,2017-05-09,"[criteria provided, single submitter]",2022-09-26
1242,RCV001838636,149980,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1243,RCV002066760,149980,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1244,RCV000270958,149986,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1245,RCV001838612,149986,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1246,RCV002059208,149986,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1247,RCV000270958,149987,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1248,RCV001838612,149987,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1249,RCV002059208,149987,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1250,RCV000328335,149993,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1251,RCV001838613,149993,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1252,RCV002059209,149993,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1253,RCV000328335,149994,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1254,RCV001838613,149994,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1255,RCV002059209,149994,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1256,RCV000372046,150634,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1257,RCV001584045,150634,207830,4,2018-07-08,"[criteria provided, single submitter]",2022-09-26
1258,RCV000372046,150635,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1259,RCV001584045,150635,207830,4,2018-07-08,"[criteria provided, single submitter]",2022-09-26
1260,RCV000282177,150651,94675,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1261,RCV000433662,150651,201971,5,2015-07-06,"[criteria provided, single submitter]",2022-09-26
1262,RCV001672608,150651,207830,5,2021-06-20,"[criteria provided, single submitter]",2022-09-26
1263,RCV000282177,150652,94675,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1264,RCV000433662,150652,201971,5,2015-07-06,"[criteria provided, single submitter]",2022-09-26
1265,RCV001672608,150652,207830,5,2021-06-20,"[criteria provided, single submitter]",2022-09-26
1266,RCV000337114,150661,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1267,RCV000503693,150661,201971,,2017-02-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1268,RCV001546159,150661,207830,4,2018-08-07,"[criteria provided, single submitter]",2022-09-26
1269,RCV000337114,150662,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1270,RCV000503693,150662,201971,,2017-02-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1271,RCV001546159,150662,207830,4,2018-08-07,"[criteria provided, single submitter]",2022-09-26
1272,RCV000377736,150669,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1273,RCV000516705,150669,201971,4,2017-02-03,"[criteria provided, single submitter]",2022-09-26
1274,RCV001558736,150669,207830,4,2022-03-09,"[criteria provided, single submitter]",2022-09-26
1275,RCV000377736,150670,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1276,RCV000516705,150670,201971,4,2017-02-03,"[criteria provided, single submitter]",2022-09-26
1277,RCV001558736,150670,207830,4,2022-03-09,"[criteria provided, single submitter]",2022-09-26
1278,RCV000342922,150677,94675,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1279,RCV000444231,150677,201971,5,2015-07-06,"[criteria provided, single submitter]",2022-09-26
1280,RCV000713380,150677,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1281,RCV000342922,150678,94675,5,2021-07-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1282,RCV000444231,150678,201971,5,2015-07-06,"[criteria provided, single submitter]",2022-09-26
1283,RCV000713380,150678,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1284,RCV000910417,150685,207830,5,2021-08-05,"[criteria provided, single submitter]",2022-09-26
1285,RCV001147877,150685,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1286,RCV000910417,150686,207830,5,2021-08-05,"[criteria provided, single submitter]",2022-09-26
1287,RCV001147877,150686,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1288,RCV000405531,150699,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1289,RCV000516649,150699,201971,,2020-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1290,RCV000974375,150699,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1291,RCV000405531,150700,94675,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1292,RCV000516649,150700,201971,,2020-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1293,RCV000974375,150700,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1294,RCV000608392,150701,201971,4,2016-04-08,"[criteria provided, single submitter]",2022-09-26
1295,RCV000904392,150701,207830,,2021-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1296,RCV000608392,150702,201971,4,2016-04-08,"[criteria provided, single submitter]",2022-09-26
1297,RCV000904392,150702,207830,,2021-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1298,RCV000307751,150707,94675,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1299,RCV000518801,150707,201971,4,2017-05-08,"[criteria provided, single submitter]",2022-09-26
1300,RCV000884370,150707,207830,,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1301,RCV000307751,150708,94675,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
1302,RCV000518801,150708,201971,4,2017-05-08,"[criteria provided, single submitter]",2022-09-26
1303,RCV000884370,150708,207830,,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1304,RCV000036818,150709,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1305,RCV001838535,150709,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1306,RCV002054610,150709,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1307,RCV000036818,150710,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1308,RCV001838535,150710,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1309,RCV002054610,150710,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1310,RCV001609035,150860,207830,5,2018-06-22,"[criteria provided, single submitter]",2022-09-26
1311,RCV001838701,150860,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1312,RCV001609035,150861,207830,5,2018-06-22,"[criteria provided, single submitter]",2022-09-26
1313,RCV001838701,150861,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1314,RCV000036819,150867,201971,5,2012-11-29,"[criteria provided, single submitter]",2022-09-26
1315,RCV000902443,150867,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1316,RCV000036819,150868,201971,5,2012-11-29,"[criteria provided, single submitter]",2022-09-26
1317,RCV000902443,150868,207830,5,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1318,RCV000036820,150875,201971,4,2016-06-21,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1319,RCV001546029,150875,207830,4,2021-10-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1320,RCV000036820,150876,201971,4,2016-06-21,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1321,RCV001546029,150876,207830,4,2021-10-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1322,RCV000036821,150884,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1323,RCV002054611,150884,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1324,RCV000036821,150885,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1325,RCV002054611,150885,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1326,RCV000036822,150892,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1327,RCV001838536,150892,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1328,RCV002054612,150892,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1329,RCV000036822,150893,201971,5,2017-05-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1330,RCV001838536,150893,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1331,RCV002054612,150893,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1332,RCV000222264,150902,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1333,RCV000905229,150902,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1334,RCV000222264,150903,201971,5,2012-04-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1335,RCV000905229,150903,207830,5,2021-10-14,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1336,RCV000036823,150913,201971,5,2015-07-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1337,RCV000840103,150913,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1338,RCV000036823,150914,201971,5,2015-07-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1339,RCV000840103,150914,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1340,RCV000606623,150931,201971,5,2016-05-21,"[criteria provided, single submitter]",2022-09-26
1341,RCV000833260,150931,207830,5,2021-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1342,RCV000606623,150932,201971,5,2016-05-21,"[criteria provided, single submitter]",2022-09-26
1343,RCV000833260,150932,207830,5,2021-09-16,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1344,RCV000223500,150943,201971,4,2015-07-20,"[criteria provided, single submitter]",2022-09-26
1345,RCV001566849,150943,207830,4,2021-08-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1346,RCV000223500,150944,201971,4,2015-07-20,"[criteria provided, single submitter]",2022-09-26
1347,RCV001566849,150944,207830,4,2021-08-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1348,RCV000152135,150976,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1349,RCV000974332,150976,207830,5,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1350,RCV000152135,150977,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1351,RCV000974332,150977,207830,5,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1352,RCV000155304,150987,201971,3,2014-07-22,"[criteria provided, single submitter]",2022-09-26
1353,RCV001355579,150987,207830,3,2021-09-01,"[criteria provided, single submitter]",2022-09-26
1354,RCV000155304,150988,201971,3,2014-07-22,"[criteria provided, single submitter]",2022-09-26
1355,RCV001355579,150988,207830,3,2021-09-01,"[criteria provided, single submitter]",2022-09-26
1356,RCV000730233,150997,201971,4,2018-09-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1357,RCV000901476,150997,207830,,2021-06-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1358,RCV000730233,150998,201971,4,2018-09-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1359,RCV000901476,150998,207830,,2021-06-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1360,RCV000216779,151003,201971,4,2015-05-17,"[criteria provided, single submitter]",2022-09-26
1361,RCV000731187,151003,207830,,2021-06-24,"[criteria provided, conflicting interpretations]",2022-09-26
1362,RCV000216779,151004,201971,4,2015-05-17,"[criteria provided, single submitter]",2022-09-26
1363,RCV000731187,151004,207830,,2021-06-24,"[criteria provided, conflicting interpretations]",2022-09-26
1364,RCV000916017,151009,207830,4,2021-11-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1365,RCV001285606,151009,100357,3,2019-07-28,"[criteria provided, single submitter]",2022-09-26
1366,RCV000916017,151010,207830,4,2021-11-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1367,RCV001285606,151010,100357,3,2019-07-28,"[criteria provided, single submitter]",2022-09-26
1368,RCV000036825,151026,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1369,RCV001697029,151026,207830,5,2021-12-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1370,RCV000036825,151027,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1371,RCV001697029,151027,207830,5,2021-12-09,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1372,RCV000607045,151035,201971,4,2018-01-30,"[criteria provided, single submitter]",2022-09-26
1373,RCV000923956,151035,207830,,2021-11-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1374,RCV000607045,151036,201971,4,2018-01-30,"[criteria provided, single submitter]",2022-09-26
1375,RCV000923956,151036,207830,,2021-11-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1376,RCV000224707,151986,207830,,2019-12-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1377,RCV001149421,151986,94675,5,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1378,RCV000220382,152878,201971,4,2018-01-12,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1379,RCV000893082,152878,207830,4,2021-06-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1380,RCV000220382,152879,201971,4,2018-01-12,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1381,RCV000893082,152879,207830,4,2021-06-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1382,RCV000612987,153234,201971,4,2018-01-30,"[criteria provided, single submitter]",2022-09-26
1383,RCV001843533,153234,207830,4,2021-09-04,"[criteria provided, single submitter]",2022-09-26
1384,RCV000612987,153235,201971,4,2018-01-30,"[criteria provided, single submitter]",2022-09-26
1385,RCV001843533,153235,207830,4,2021-09-04,"[criteria provided, single submitter]",2022-09-26
1386,RCV000036827,153240,201971,5,2017-08-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1387,RCV000713876,153240,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1388,RCV000036827,153241,201971,5,2017-08-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1389,RCV000713876,153241,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1390,RCV000036829,153261,201971,5,2017-06-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1391,RCV002054613,153261,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1392,RCV000036829,153262,201971,5,2017-06-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1393,RCV002054613,153262,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
1394,RCV000224672,153404,207830,5,2021-12-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1395,RCV000402480,153404,94675,5,2018-03-06,"[criteria provided, single submitter]",2022-09-26
1396,RCV000252969,153476,201971,4,,"[criteria provided, single submitter]",2022-09-26
1397,RCV000927547,153476,207830,5,2018-11-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1398,RCV000252969,153477,201971,4,,"[criteria provided, single submitter]",2022-09-26
1399,RCV000927547,153477,207830,5,2018-11-02,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1400,RCV000152140,153508,201971,4,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1401,RCV001546527,153508,207830,,2021-11-23,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1402,RCV000152140,153509,201971,4,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1403,RCV001546527,153509,207830,,2021-11-23,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1404,RCV000036831,153516,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1405,RCV000969750,153516,207830,5,2021-08-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1406,RCV000036831,153517,201971,5,2012-04-30,"[criteria provided, single submitter]",2022-09-26
1407,RCV000969750,153517,207830,5,2021-08-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1408,RCV001449777,153675,201971,3,2020-06-01,"[criteria provided, single submitter]",2022-09-26
1409,RCV001872005,153675,207830,3,2021-11-02,"[criteria provided, single submitter]",2022-09-26
1410,RCV001449777,153676,201971,3,2020-06-01,"[criteria provided, single submitter]",2022-09-26
1411,RCV001872005,153676,207830,3,2021-11-02,"[criteria provided, single submitter]",2022-09-26
1412,RCV000036832,153683,201971,5,2012-05-07,"[criteria provided, single submitter]",2022-09-26
1413,RCV000923562,153683,207830,5,2021-09-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1414,RCV000036832,153684,201971,5,2012-05-07,"[criteria provided, single submitter]",2022-09-26
1415,RCV000923562,153684,207830,5,2021-09-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1416,RCV001597952,153717,207830,5,2018-06-22,"[criteria provided, single submitter]",2022-09-26
1417,RCV001838688,153717,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1418,RCV001597952,153718,207830,5,2018-06-22,"[criteria provided, single submitter]",2022-09-26
1419,RCV001838688,153718,100357,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
1420,RCV000041122,153732,201971,5,2012-05-07,"[criteria provided, single submitter]",2022-09-26
1421,RCV000713874,153732,207830,5,2018-06-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1422,RCV000041122,153733,201971,5,2012-05-07,"[criteria provided, single submitter]",2022-09-26
